92,95,62
95,41,42
42,47,91
78,14,85
42,47,91
90,16,65
93,65,35
69,76,35
52,33,97
98,16,83
82,27,21
16,45,66
62,86,43
92,95,62
42,47,91
45,52,31
98,28,66
76,87,49
83,64,91
90,16,65
94,16,54
13,70,11
82,22,36
69,35,68
85,64,37
52,33,97
82,22,36
78,14,85
62,22,95
90,86,55
82,22,36
52,33,97
12,64,85
88,80,54
55,87,72
52,33,97
41,40,80
92,51,94
94,14,89
26,38,91
92,27,80
82,27,21
94,14,89
82,54,76
64,53,95
82,27,21
62,38,81
53,26,62
57,38,82
97,51,48
40,74,69
62,74,72
98,83,33
69,95,53
38,45,61
64,13,61
39,75,47
39,36,35
16,45,66
87,43,27
62,38,81
98,98,65
65,63,48
34,48,75
97,33,77
98,28,66
89,90,99
69,51,56
52,33,97
84,86,76
82,27,21
69,95,53
13,70,11
69,51,56
97,51,48
14,49,74
76,87,49
92,95,62
91,10,22
61,34,90
15,55,68
65,63,48
82,27,21
91,83,67
62,41,17
12,64,85
19,67,48
69,96,52
12,64,85
44,88,37
28,91,67
40,83,16
54,21,36
44,53,85
98,83,33
55,87,72
75,57,11
65,14,78
80,44,28
48,58,10
87,76,98
43,37,33
61,34,90
82,54,76
66,29,80
91,19,35
68,73,36
90,72,73
98,16,83
91,19,35
52,57,70
94,70,77
38,60,26
12,72,50
16,45,66
78,22,51
13,70,11
69,76,35
44,53,85
98,15,20
94,14,89
68,73,36
19,78,60
97,51,48
44,88,37
44,98,60
54,13,91
16,45,66
38,45,61
13,71,24
90,59,82
60,41,11
86,79,46
85,76,63
62,41,17
68,73,36
88,80,54
12,64,85
29,96,51
97,32,18
98,83,33
91,19,35
76,87,49
98,28,66
59,23,83
66,83,53
10,70,41
38,45,61
65,63,48
61,34,90
66,29,80
60,23,33
29,96,51
11,63,30
65,79,11
97,33,77
26,56,87
48,66,99
82,27,21
40,83,16
36,44,99
87,43,27
60,23,33
37,99,39
62,86,43
69,35,68
82,22,36
40,34,17
87,43,27
86,12,32
57,55,40
15,87,30
69,76,35
37,82,79
85,76,63
82,22,36
94,16,54
69,58,11
60,31,37
14,49,74
68,73,36
94,42,19
64,90,66
68,73,36
13,43,45
82,94,35
87,43,27
44,88,37
97,33,77
86,25,71
54,80,58
39,72,92
44,41,46
76,59,65
69,26,56
69,58,11
28,60,22
36,44,99
69,51,56
12,31,96
98,28,66
13,54,48
29,19,25
54,80,58
90,72,73
78,14,85
15,87,30
26,22,72
55,10,46
69,35,68
82,27,21
11,63,30
58,41,86
84,86,76
69,35,68
97,32,18
92,95,62
97,51,48
85,24,38
49,36,13
54,36,73
98,16,83
93,89,45
57,55,40
89,90,99
98,67,97
54,80,58
37,99,39
91,19,35
40,37,13
47,27,73
90,54,35
93,89,45
15,12,63
21,88,32
69,95,53
76,87,49
44,53,85
14,18,61
66,83,53
22,83,40
12,64,85
69,76,35
87,93,45
14,18,61
88,78,65
61,56,41
91,19,35
65,63,48
91,53,40
90,19,91
40,74,69
81,91,15
29,96,51
68,73,36
21,88,32
68,73,36
60,41,11
45,52,31
59,23,83
12,12,57
82,22,36
15,73,57
54,36,73
64,93,66
38,45,61
58,41,86
95,41,42
39,52,14
61,20,11
44,88,37
98,83,33
57,38,64
98,16,83
72,66,72
68,73,36
58,41,86
47,27,73
86,12,32
13,70,11
72,66,72
12,31,96
12,64,85
44,88,37
59,37,15
18,19,65
69,26,56
76,87,49
69,76,35
86,25,71
28,91,67
30,52,38
61,41,47
12,72,50
10,56,52
42,47,91
42,85,99
84,72,36
69,26,56
45,71,59
26,56,87
44,53,85
91,19,35
66,53,10
29,35,81
39,36,35
91,83,67
75,11,10
91,53,40
69,35,68
89,90,99
66,53,10
76,59,65
38,35,70
13,70,11
10,70,41
16,25,16
40,83,16
13,54,48
12,72,50
98,83,33
68,73,36
98,18,27
42,30,91
90,19,91
33,93,78
76,77,14
36,44,99
90,26,75
88,80,54
19,53,64
19,53,64
93,84,36
98,18,27
44,53,85
92,51,94
42,85,99
89,90,99
32,96,23
61,80,64
97,32,18
61,80,64
98,18,27
90,86,55
89,90,99
97,32,18
29,35,81
38,45,61
85,24,38
76,43,60
91,53,40
97,32,18
52,33,97
48,58,10
40,83,16
74,91,87
61,98,54
87,76,98
14,18,61
58,36,11
69,76,35
82,22,36
27,10,62
69,35,68
55,10,46
40,74,69
16,45,66
69,26,56
59,23,83
58,41,86
58,36,11
98,18,27
69,49,74
40,74,69
12,12,57
60,53,59
82,27,21
97,51,48
85,24,38
42,49,35
90,72,73
19,67,48
91,19,35
62,38,81
86,79,46
49,36,13
63,38,51
60,53,59
68,73,36
91,19,35
57,38,82
97,32,18
43,92,59
89,90,99
19,53,64
11,63,30
16,25,16
29,35,81
54,36,73
16,45,66
47,27,73
55,10,46
27,25,33
82,27,21
58,41,86
32,96,23
94,14,89
84,86,76
79,98,65
24,43,72
29,96,51
13,92,98
97,33,77
15,73,57
26,56,87
55,35,46
29,43,44
86,98,48
62,74,72
42,47,91
44,88,37
69,58,11
39,72,92
98,16,83
40,37,13
62,38,81
90,72,73
98,67,97
12,72,50
29,96,51
60,53,59
44,53,85
35,68,74
28,81,41
54,36,73
12,72,50
69,35,68
97,51,48
13,70,11
44,53,85
97,51,48
66,29,80
76,59,65
19,67,48
60,53,59
29,43,44
19,67,48
69,26,56
28,60,22
92,51,94
93,65,35
94,16,54
82,22,36
69,58,11
54,21,36
91,19,35
44,96,67
69,95,53
82,22,36
61,80,64
13,92,98
26,91,70
98,18,27
29,43,44
28,66,30
12,12,57
39,36,35
66,53,10
75,11,10
69,26,56
64,53,95
60,23,33
62,74,72
62,41,17
80,64,21
28,91,67
82,27,21
94,69,45
65,94,51
59,23,83
12,31,96
92,95,62
10,56,52
90,86,55
39,23,97
47,27,73
61,20,11
97,51,48
85,76,63
42,49,35
44,53,85
91,53,40
70,94,79
42,85,99
29,19,25
12,12,57
80,64,21
89,90,99
28,60,22
15,55,68
91,53,40
58,41,86
88,80,54
97,51,48
40,12,84
98,67,97
29,35,81
87,43,27
41,13,45
89,90,99
40,83,16
69,58,11
68,73,36
28,91,67
40,34,17
29,96,51
62,18,57
48,66,99
97,32,18
62,86,43
44,88,37
19,78,60
68,73,36
65,79,11
38,60,26
52,74,75
69,26,56
65,14,78
77,73,62
53,26,62
95,39,53
94,14,89
11,63,30
26,56,87
29,96,51
35,61,82
44,88,37
29,35,81
52,55,22
15,73,57
82,20,87
26,16,70
27,90,70
38,60,26
55,87,72
70,34,88
91,10,22
44,88,37
39,23,97
68,73,36
29,19,25
76,59,65
13,71,24
98,28,66
29,43,44
77,73,62
93,89,45
60,23,33
12,65,92
85,36,75
57,20,33
94,16,54
62,86,43
98,28,66
69,26,56
54,21,36
26,56,87
85,76,63
43,37,33
68,73,36
54,36,73
95,60,58
90,59,82
29,35,81
12,31,96
72,76,79
60,53,59
94,70,77
69,76,35
88,46,22
29,96,51
40,46,88
82,54,76
55,10,46
40,37,13
12,65,92
82,22,36
71,22,38
27,10,62
29,96,51
44,88,37
44,41,46
69,95,53
35,61,82
87,43,27
91,10,22
86,98,48
92,51,94
14,71,69
98,16,83
15,87,30
48,99,90
84,86,65
44,53,85
44,88,37
10,31,26
38,60,26
15,28,74
31,36,54
98,28,66
86,25,71
86,79,46
29,96,51
91,19,35
91,19,35
69,58,11
28,66,30
86,79,46
18,12,80
62,38,81
33,96,14
82,54,76
64,93,66
81,51,54
39,23,97
26,16,70
52,33,97
95,60,58
77,73,62
69,49,74
17,32,14
86,25,71
69,95,53
64,90,66
74,91,87
32,96,23
34,48,75
86,17,18
14,71,69
89,90,99
69,58,11
40,74,69
74,91,87
78,22,51
21,88,32
16,20,66
12,65,92
57,38,82
91,53,40
61,98,54
60,41,11
13,54,48
78,14,85
54,36,73
57,38,64
89,90,99
85,24,38
28,42,68
12,31,96
12,10,57
57,38,82
95,60,58
71,22,38
18,12,80
60,53,59
63,38,51
61,20,11
76,87,49
32,96,23
76,77,14
28,91,67
16,25,16
97,51,48
86,98,48
82,22,36
91,53,40
98,98,65
87,76,98
82,27,21
44,96,67
12,72,50
40,12,84
97,51,48
69,76,35
26,10,21
78,62,95
14,18,61
10,56,52
54,36,73
29,19,25
49,14,29
11,63,30
15,55,68
86,25,71
98,18,27
91,53,40
47,27,73
12,64,85
68,73,36
59,23,83
97,51,48
93,72,30
19,53,64
12,31,96
84,72,36
76,43,60
61,20,11
91,53,40
61,27,72
12,12,57
16,45,66
76,77,14
69,76,35
43,92,59
42,85,99
12,64,85
26,56,87
39,75,47
65,14,78
60,41,11
84,99,89
95,60,58
28,66,30
68,73,36
87,63,87
27,36,23
78,62,95
90,19,91
54,21,36
66,70,44
19,52,12
48,99,90
32,96,23
14,71,69
11,26,89
93,65,35
54,80,58
69,35,68
39,31,61
98,28,66
40,74,69
35,68,74
90,72,73
98,16,83
28,81,41
27,25,33
28,42,68
98,28,66
92,95,62
16,45,66
71,27,25
30,12,27
40,83,16
97,33,77
91,83,67
40,12,84
32,96,23
12,64,85
62,22,95
98,28,66
80,64,21
32,96,23
27,10,62
68,73,36
91,19,35
18,19,65
69,76,35
68,73,36
76,10,39
89,90,99
19,52,12
69,58,11
28,91,67
55,56,30
26,10,21
77,73,62
58,41,86
15,73,57
93,72,30
44,88,37
90,19,91
85,76,63
87,76,98
91,53,40
39,72,92
91,19,35
85,24,38
38,60,26
19,53,64
57,38,82
80,44,28
91,53,40
48,58,10
94,70,77
86,47,63
12,14,82
34,48,75
78,40,99
40,74,69
98,83,33
44,53,85
87,63,87
78,22,51
82,54,76
65,63,48
97,51,48
49,14,29
75,57,11
98,28,66
98,83,33
35,68,74
52,74,75
35,22,68
64,90,66
64,39,34
94,42,19
75,57,11
12,64,85
12,10,57
93,89,45
85,24,38
75,57,11
22,83,40
12,27,60
69,58,11
63,45,26
91,19,35
76,87,49
82,54,76
89,32,50
57,38,64
97,32,18
40,12,84
66,83,81
65,94,51
33,93,78
12,64,85
19,67,48
98,83,33
16,25,16
19,67,48
55,56,30
64,13,61
98,67,97
43,37,33
40,12,84
69,49,74
86,25,71
27,25,33
11,63,30
77,73,62
12,27,60
75,57,11
69,26,56
26,56,87
74,91,87
61,34,90
59,23,83
55,10,46
52,33,97
69,96,52
66,29,80
60,23,33
94,16,54
57,38,82
98,18,27
61,20,11
94,14,89
44,96,67
65,94,51
46,34,87
24,43,72
60,23,33
71,27,25
65,16,45
41,28,97
55,35,46
29,35,81
86,98,48
69,26,56
82,22,36
90,86,55
82,27,21
76,87,49
91,19,35
18,19,65
58,41,86
69,95,53
87,43,27
87,76,98
68,73,36
26,56,87
62,86,43
85,76,63
72,66,72
98,83,33
44,53,85
62,38,81
28,42,68
55,56,30
48,99,90
26,16,70
71,27,25
68,73,36
38,60,26
98,83,33
94,14,89
69,76,35
29,43,44
57,38,82
92,27,80
15,87,30
82,27,21
11,63,30
94,16,54
58,36,11
12,12,57
97,33,77
32,96,23
42,64,32
39,23,97
98,83,33
78,62,95
36,44,99
68,73,36
38,60,26
16,45,66
85,24,38
19,78,60
12,64,85
38,45,61
26,38,91
66,53,10
98,67,97
18,19,65
69,76,35
82,27,21
54,28,58
65,79,11
19,78,60
40,83,16
91,53,40
61,41,47
68,73,36
95,60,58
91,10,22
14,71,69
76,10,39
33,96,14
94,70,77
89,90,99
29,96,51
88,80,54
16,20,66
54,28,58
35,22,68
10,56,52
78,14,85
76,77,14
87,77,34
78,62,95
66,83,81
87,93,45
85,64,37
16,20,66
61,80,64
33,93,78
69,49,74
29,43,44
12,65,92
12,64,85
16,25,16
82,22,36
64,53,95
71,22,38
77,73,62
68,73,36
68,73,36
65,94,51
54,21,36
42,47,91
13,54,48
59,68,55
19,78,60
90,19,91
75,57,11
98,83,33
82,22,36
14,18,61
88,46,22
42,30,91
69,26,56
19,78,60
69,51,56
40,37,13
90,54,35
13,43,45
75,57,11
90,19,91
57,38,64
53,26,62
13,92,98
14,71,69
55,10,46
68,73,36
98,18,27
15,12,63
71,27,25
76,87,49
54,36,73
97,33,77
55,56,30
98,28,66
93,72,30
70,94,79
75,11,10
90,19,91
44,88,37
78,22,51
68,73,36
98,67,97
61,34,90
84,99,89
37,10,33
52,33,97
68,73,36
91,53,40
84,86,65
44,98,60
82,22,36
76,59,65
18,19,65
52,74,75
86,25,71
55,87,72
71,27,25
36,44,99
71,27,25
26,91,70
18,12,80
62,86,43
85,24,38
84,72,36
69,58,11
81,51,54
16,45,66
70,27,17
78,14,85
90,19,91
24,43,72
90,54,35
84,72,36
62,86,43
38,60,26
87,43,27
66,83,81
77,73,62
47,27,73
39,72,92
86,47,63
75,57,11
28,91,67
87,43,27
78,22,51
95,41,42
12,64,85
87,43,27
75,11,10
29,19,25
95,41,42
54,80,58
82,54,76
26,56,87
40,12,84
71,27,25
58,41,86
87,43,27
71,22,38
26,56,87
42,30,91
18,19,65
98,83,33
59,23,83
43,92,59
58,41,86
52,33,97
62,36,78
82,94,35
48,58,10
91,19,35
42,47,91
45,52,31
81,51,54
85,64,37
76,59,65
97,32,18
55,87,72
91,10,22
92,27,80
15,73,57
15,55,68
47,27,73
39,31,61
10,56,52
26,22,72
19,78,60
82,22,36
64,93,66
47,27,73
10,31,26
82,27,21
76,10,39
62,86,43
69,26,56
98,12,52
98,83,33
59,23,83
70,94,79
55,10,46
30,12,27
38,60,26
18,19,65
44,53,85
13,71,24
32,96,23
49,14,29
94,42,19
13,43,45
59,68,55
78,62,95
57,38,82
75,57,11
21,88,32
78,62,95
19,67,48
26,38,91
60,23,33
44,98,60
52,33,97
98,28,66
92,95,62
71,27,25
40,46,88
78,14,85
98,83,33
90,72,73
29,43,44
68,73,36
61,20,11
33,96,14
65,16,45
82,54,76
97,32,18
69,26,56
52,33,97
43,92,59
12,12,57
82,22,36
26,16,70
71,27,25
98,18,27
61,80,64
60,31,37
97,32,18
80,44,28
10,31,26
76,87,49
92,51,94
29,96,51
51,45,42
27,25,33
86,12,32
14,18,61
88,80,54
28,91,67
94,42,19
98,28,66
10,56,52
38,45,61
91,19,35
66,83,81
97,51,48
97,51,48
82,94,35
61,34,90
69,58,11
75,57,11
71,27,25
89,32,50
76,77,14
36,44,99
26,22,72
45,52,31
74,83,16
65,16,45
55,10,46
90,59,82
94,70,77
76,10,39
98,83,33
93,89,45
84,86,65
12,64,85
58,36,11
94,14,89
30,12,27
49,36,13
91,53,40
44,41,46
26,64,37
69,35,68
82,45,54
82,20,87
74,83,16
48,66,99
52,33,97
98,16,83
69,95,53
90,86,55
90,54,35
80,45,40
54,28,58
58,36,11
91,53,40
12,64,85
12,65,92
86,17,18
44,53,85
98,28,66
68,73,36
44,53,85
69,35,68
12,65,92
39,75,47
54,36,73
32,96,23
92,51,94
12,31,96
90,72,73
47,27,73
52,33,97
54,36,73
54,21,36
26,64,37
61,53,85
78,22,51
40,12,84
84,86,76
90,19,91
54,51,46
15,87,30
60,53,59
71,27,25
71,22,38
44,88,37
74,83,16
59,31,96
90,54,35
57,55,40
98,18,27
36,44,99
85,76,63
98,98,65
78,62,95
36,44,99
28,42,68
97,51,48
68,73,36
93,65,35
13,54,48
20,28,66
65,16,45
18,12,80
57,38,82
62,86,43
98,28,66
97,51,48
65,79,11
69,35,68
88,80,54
84,99,89
88,46,22
43,37,33
14,49,74
11,26,89
49,14,29
35,68,74
54,36,73
86,79,46
14,18,61
32,96,23
29,19,25
12,14,82
86,25,71
65,16,45
39,23,97
54,13,91
18,12,80
32,96,23
13,54,48
76,59,65
26,56,87
52,33,97
12,64,85
38,60,26
98,83,33
98,83,33
75,57,11
70,94,79
71,27,25
35,61,82
54,36,73
40,74,69
42,64,32
47,27,73
42,47,91
28,91,67
60,23,33
26,56,87
85,64,37
62,41,17
87,43,27
44,41,46
69,76,35
21,88,32
69,58,11
89,90,99
14,18,61
33,96,14
58,41,86
12,27,60
28,91,67
15,87,30
68,73,36
35,22,68
81,51,54
76,77,14
98,28,66
12,31,96
28,66,30
92,51,94
98,28,66
69,51,56
38,35,70
35,22,68
93,65,35
69,51,56
43,92,59
85,76,63
16,45,66
29,19,25
32,96,23
57,38,82
68,73,36
90,59,82
76,10,39
57,38,82
16,45,66
89,90,99
39,75,47
52,33,97
68,73,36
55,87,72
11,63,30
28,91,67
94,16,54
40,37,13
82,27,21
69,35,68
64,90,66
49,36,13
12,64,85
60,23,33
48,66,99
68,73,36
45,71,59
29,96,51
91,19,35
65,94,51
19,67,48
61,20,11
78,22,51
98,18,27
12,64,85
97,32,18
90,86,55
61,27,72
66,83,81
29,96,51
32,96,23
44,53,85
24,43,72
82,22,36
94,16,54
43,92,59
82,27,21
48,58,10
97,32,18
60,23,33
26,16,70
43,92,59
52,33,97
76,87,49
86,79,46
91,53,40
98,18,27
68,73,36
40,34,17
42,47,91
60,23,33
55,10,46
20,28,66
69,35,68
98,83,33
84,86,65
62,86,43
76,87,49
66,83,81
82,20,87
83,95,84
66,83,81
65,16,45
66,70,44
10,31,26
38,60,26
55,10,46
12,65,92
47,17,34
66,83,81
83,95,84
45,71,59
40,12,84
69,26,56
61,98,54
12,64,85
42,30,91
55,56,30
35,22,68
26,38,91
91,48,97
82,27,21
97,51,48
66,83,53
87,43,27
35,61,82
87,43,27
69,35,68
11,63,30
91,10,22
12,31,96
94,31,95
44,88,37
68,73,36
32,96,23
10,70,41
88,80,54
13,71,24
65,63,48
91,19,35
40,12,84
94,16,54
52,74,75
15,55,68
69,58,11
66,83,53
72,76,79
82,94,35
97,33,77
82,27,21
74,91,87
49,14,29
51,14,71
65,14,78
75,57,11
69,26,56
45,52,31
68,73,36
10,70,41
82,94,35
12,64,85
64,99,78
90,54,35
19,53,64
77,73,62
81,51,54
66,29,80
39,75,47
31,36,54
91,83,67
78,40,99
40,83,16
39,36,35
90,59,82
12,72,50
90,72,73
38,60,26
44,88,37
39,23,97
58,36,11
33,96,14
90,16,65
65,94,51
87,77,34
75,11,10
58,41,86
76,77,14
91,10,22
66,29,80
98,16,83
36,24,58
57,38,82
40,74,69
86,98,48
97,51,48
12,64,85
62,22,95
38,45,61
77,73,62
91,53,40
75,11,10
82,22,36
97,51,48
42,30,91
26,56,87
71,27,25
12,64,85
18,12,80
46,34,87
91,53,40
91,53,40
69,35,68
72,66,72
90,72,73
40,12,84
89,90,99
68,73,36
51,14,71
94,14,89
97,33,77
48,99,90
88,78,65
78,73,67
62,41,17
12,10,57
12,12,57
74,83,16
89,90,99
12,14,82
84,86,76
33,93,78
58,41,86
90,72,73
92,51,94
64,53,95
94,14,89
85,64,37
68,73,36
62,38,81
82,27,21
65,79,11
94,70,77
52,74,75
62,41,17
86,79,46
43,92,59
66,83,81
19,70,11
16,20,66
90,72,73
69,26,56
27,36,23
69,26,56
36,44,99
45,52,31
11,26,89
26,56,87
74,91,87
69,26,56
59,37,15
44,88,37
61,41,47
12,64,85
69,26,56
97,32,18
90,26,75
97,32,18
74,91,87
54,82,67
61,80,64
94,70,77
82,27,21
15,73,57
80,44,28
71,27,25
89,90,99
40,83,16
13,71,24
65,63,48
66,29,80
44,53,85
61,27,72
42,64,32
40,74,69
47,27,73
53,26,62
69,58,11
45,52,31
42,85,99
61,27,72
91,48,97
97,51,48
46,34,87
91,19,35
26,56,87
97,32,18
40,12,84
55,56,30
47,27,73
87,63,87
94,14,89
28,66,30
97,51,48
49,36,13
28,91,67
43,92,59
40,12,84
52,33,97
82,22,36
90,16,65
33,96,14
87,93,45
90,59,82
55,10,46
40,34,17
91,19,35
47,27,73
97,33,77
87,43,27
82,20,87
84,72,36
14,49,74
11,63,30
82,20,87
35,68,74
64,13,61
65,63,48
15,28,74
32,96,23
60,31,37
12,65,92
90,86,55
42,85,99
98,18,27
82,22,36
66,53,10
69,76,35
95,41,42
31,36,54
98,28,66
69,49,74
82,22,36
27,10,62
42,47,91
52,33,97
69,95,53
57,55,40
88,80,54
90,72,73
60,53,59
52,33,97
44,98,60
76,59,65
26,56,87
70,94,79
29,96,51
44,96,67
61,27,72
69,95,53
79,98,65
86,79,46
54,80,58
14,18,61
65,79,11
43,37,33
26,56,87
16,45,66
26,38,91
94,16,54
80,64,21
81,51,54
64,99,78
57,55,40
75,11,10
58,41,86
69,58,11
78,40,99
65,16,45
68,73,36
27,10,62
69,49,74
40,12,84
69,76,35
79,98,65
82,27,21
84,86,76
88,80,54
83,64,91
28,60,22
91,83,67
69,58,11
44,98,60
89,90,99
40,34,17
36,44,99
37,10,33
29,35,81
29,96,51
83,64,91
82,22,36
80,64,21
69,58,11
69,58,11
97,51,48
90,72,73
61,53,85
98,18,27
82,22,36
97,51,48
90,19,91
62,41,17
86,17,18
79,98,65
17,32,14
95,41,42
97,51,48
54,36,73
27,25,33
78,87,80
97,51,48
55,87,72
