40,79
-71,-20
-45,-66
-44,-85
-90,23
13,-98
0,27
-8,73
79,10
-21,77
26,-38
72,-40
-2,-45
-61,42
78,-59
16,-26
18,-60
94,90
-55,-83
12,-87
63,-55
82,93
17,17
71,-4
30,8
-18,-92
-68,-36
-47,19
-40,-80
-35,-51
-2,-100
-6,-32
-19,-83
59,-45
-35,-66
-17,-75
92,-78
-29,91
45,92
-64,-10
-7,12
-17,76
-18,38
-89,-31
30,-16
-64,47
38,-23
-53,60
0,-24
65,14
30,-82
21,56
37,-6
-73,87
45,-76
-65,-11
-52,68
9,80
46,-66
46,-91
68,-38
-4,85
-74,-44
58,60
-52,33
-84,21
53,39
-56,-8
-55,-79
-31,-17
92,25
82,-90
74,-39
39,-95
-98,52
90,-65
-66,-8
38,89
94,78
-34,-4
-83,-45
-21,4
77,-74
35,38
100,38
93,-52
-13,-50
42,72
-20,19
33,41
57,37
78,-66
-87,-28
-62,2
-94,25
-15,74
30,-65
-7,97
73,46
52,75
-1,2
50,73
44,-95
-25,-19
94,-78
-88,59
-77,-22
89,-10
-79,-67
-59,42
29,-90
97,99
20,-72
74,-81
-84,100
12,-27
-46,23
-37,-75
100,-72
89,-61
55,92
-24,30
50,0
93,-30
66,62
57,-72
68,-89
-55,76
33,24
97,-13
2,48
21,18
94,51
-65,-36
-95,-84
73,44
-68,84
81,-83
91,79
-96,-47
-100,79
60,80
-73,28
62,-9
52,53
-98,-82
59,76
29,68
-27,-15
24,-41
-62,-4
78,-22
-2,4
57,-23
26,35
28,-5
-14,51
-95,-6
43,-78
26,33
58,-10
-87,11
-89,37
67,-17
-35,64
67,-44
-10,-58
-71,35
-41,-92
-94,-40
-48,-72
24,-42
95,-7
-96,73
-36,92
-99,-19
62,-30
-92,64
-83,4
43,19
59,69
57,-97
-35,-20
-84,83
-69,-8
-1,-79
76,69
-74,92
30,53
-53,10
-40,74
5,12
95,49
46,-31
-39,-91
-90,21
54,-77
-28,38
91,-37
-3,-3
53,-16
68,-14
-57,-2
37,39
5,-65
86,-5
24,53
-70,91
5,41
40,-86
23,-71
-81,31
-18,-99
-49,-96
-77,9
1,46
77,-30
27,-9
-6,-84
-76,32
62,77
-62,-95
57,65
-51,-16
55,96
-16,-19
23,64
-36,86
92,17
94,-84
-74,65
28,78
-19,-20
-60,70
10,52
31,-83
54,72
-98,-84
86,-26
-14,38
-69,-87
-62,-65
-15,-13
22,10
43,31
81,7
86,-74
40,-44
-38,-22
53,32
77,97
66,-97
48,40
-60,-97
58,-97
49,5
-70,-71
-69,52
64,-2
-65,34
-81,41
-37,-13
97,29
75,-82
29,75
-17,2
-4,-33
7,24
-59,62
-24,20
33,13
-5,32
-15,-63
-41,82
-72,34
22,-37
20,91
-57,-34
-7,52
35,6
16,-66
-88,-24
-93,34
93,87
44,-48
-92,-78
-6,-98
-32,57
24,58
-16,90
-44,97
53,21
73,-24
7,-53
-92,-68
92,51
-35,-55
-17,64
46,-89
42,92
91,76
8,-34
41,21
-21,-3
15,-40
-57,20
62,11
82,-3
9,25
-94,31
-91,31
84,90
-46,60
-88,59
-12,49
38,53
20,-68
-95,-6
0,66
99,-9
-66,73
-66,-89
70,60
20,93
-11,-85
-32,-2
-32,-39
-73,-68
68,-34
-2,44
3,-52
-65,-52
8,-23
10,-61
-1,-36
74,-51
-19,-58
35,-94
-85,-37
62,-93
-10,69
71,-58
-13,-16
-3,-6
11,94
88,13
-93,-43
48,-20
32,-6
88,33
-98,98
-89,-17
-35,78
83,24
63,83
59,13
3,51
74,31
-23,1
-61,91
-93,17
4,29
11,57
-30,-71
-95,-78
91,4
82,91
97,4
-77,-68
86,1
95,34
-65,2
48,-37
12,-50
84,-50
70,20
99,51
-50,74
-37,82
-38,-41
44,45
-84,71
36,13
-16,-99
-92,82
22,40
-88,64
85,35
-45,64
66,52
-50,29
-22,-23
-44,68
75,4
-91,-99
-54,52
94,-19
58,-62
-28,-33
-16,-25
-9,75
35,62
-67,67
-36,88
-19,-61
10,0
-50,61
-90,-52
55,65
-79,-19
-57,39
-80,-40
-83,-96
-48,18
28,-87
-10,-90
65,-21
49,72
85,-11
-93,-89
-16,-60
-30,-49
-15,-69
-5,-77
-6,0
-18,55
48,54
-53,49
-10,-82
18,13
51,46
-37,-16
38,22
-60,-43
36,14
-85,66
66,-54
57,-50
52,-50
15,80
-4,-44
-68,-29
-56,-45
-42,67
17,81
48,-90
12,5
-83,73
39,-29
-40,-79
-50,-37
49,95
-77,-17
-75,-69
88,89
40,-18
99,-15
-1,-35
65,-16
-38,-44
-94,-7
-15,2
-3,83
-46,46
14,-66
-65,45
-73,-90
50,-63
93,17
28,-62
-58,-51
-7,4
-48,60
-7,-29
-39,42
22,60
0,-6
-36,68
15,2
38,-37
-67,-37
57,-95
-26,-29
-80,-62
-89,-31
-32,94
-27,-16
75,92
36,-98
87,23
-97,62
85,-100
50,-28
67,-20
-5,-65
-5,76
-31,56
77,-16
23,-91
-65,20
-52,89
-82,16
68,87
-51,8
43,-10
31,28
84,26
-52,9
30,-49
-37,-93
-28,-93
-69,41
-63,-51
-69,37
-77,-84
35,100
-14,-10
26,28
34,-3
-50,91
83,-70
-71,11
14,-46
-98,-94
-65,-88
76,-85
-82,-34
7,93
53,-66
-91,-68
42,49
34,-100
21,5
5,-69
-7,100
78,88
94,81
66,68
-88,-76
81,-96
-27,-27
5,-42
-87,29
68,75
-44,41
81,23
68,-10
16,-67
82,32
-66,38
-13,15
12,-76
19,-58
92,11
-70,39
-95,-93
-24,-13
-87,84
-43,32
22,14
-92,31
75,-45
9,78
-83,96
3,-100
70,-68
-22,20
84,-68
31,-48
21,-69
-71,54
62,20
-10,-35
-58,37
-30,-30
38,-63
-12,28
96,71
-20,92
-33,91
37,-8
32,-83
36,18
-84,32
-83,-90
44,22
96,-26
88,-68
84,59
-10,59
-9,84
-40,57
92,88
-79,9
32,46
47,6
71,20
0,-29
-33,-24
-22,-60
82,-61
-85,-44
-64,45
23,-69
-59,-51
-64,78
-26,51
-93,-16
-69,16
85,97
-76,6
-85,-70
-11,48
-55,-31
80,90
16,-41
-51,-81
-39,-85
66,-56
-59,-92
65,85
20,-85
-6,-16
60,-66
47,-37
-99,-41
-61,89
-10,-61
-83,90
-15,91
21,6
53,-6
-36,67
73,-31
22,5
8,-72
-14,37
53,93
48,66
62,94
-7,14
38,-87
69,37
-34,-100
-21,96
12,-7
-68,9
-32,-61
-10,-59
-87,82
73,4
48,66
40,-68
9,22
55,91
37,66
-67,-1
-51,-34
42,58
9,88
-70,-40
99,37
96,37
-85,88
